source_dataset,source_ref,job_id,job_title,company_name,city,province,salary,education,experience,industry,major,company_size,company_type,publish_date,description,longitude,latitude,source_url
� In depth understanding of quality assurance knowledge eg IATF 5 core tools APQP, PPAP, PFMEA, SPC, MSA etc  
� Travel required  


Be part of our ZF team and apply now!  


Be part of our ZF team as Quality Manager and apply now!

Contact

Wei Tang

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Quality Manager, Quality Assurance, QA, Quality, Technology, Automotive     

Provider Description Enabled      SAP as service provider    

* ""route"" is used for session stickiness
* ""careerSiteCompanyId"" is used to send the request to the correct data center
* ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor
* ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another",121.473701,31.230416,https://jobs.zf.com/job/Shanghai-Quality-Manager-SH-201814/1084175301
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,61637a9ede0ba113,Production IT,zf.com,嘉兴,浙江,,不限,不限,"engineering, information technology",,,,2024-04-23T01:02:25Z,"Production IT engineering, information technology CVS, Power BI ZF is a global technology company supplying systems for passenger cars, commercial vehicles and industrial technology, enabling the next generation of mobility.

ZF allows vehicles to see, think and act. In the four technology domains of Vehicle Motion Control, Integrated Safety, Automated Driving, and Electric Mobility, ZF offers comprehensive product and software solutions for established vehicle manufacturers and newly emerging transport and mobility service providers. ZF electrifies a wide range of vehicle types. With its products, the company contributes to reducing emissions, protecting the climate and enhancing safe mobility.


** Production IT**

Country/Region:   CN               Location:     Jiaxing, ZJ, CN, 314000   

Req ID 68503 Jiaxing, China  


**Your Tasks**

* CAA and Automation Plus /ACC implementation and lifecycle support: Planning, implementation, and support CAA and Automation Plus/ACC for production control; Support in the event of CAA and A+/ACC related disruption in the production.  
* Plant Digitalization: DMP Realization in the plant; Develop Power APPs, Power Automate, Power BI for ZFDJ application;Continuously look for digital improvement points in the factory and drive them to improve; Coordinate with CVS Smart factory leader to promote smart factory work in the plant.  
* Production IT Security: Ensure that the plant meets the PITS requirements of the Group.  
* Production IT equipment and software management: Manage all IT equipment in production line, include PC, Printer, Server, Scanner, Switch, and related Software.  
* Testing: Lead mfg testing bench design for new products; Provide testing & programming technology expertise in testing station.   


**Your Profile**

* Bachelor degree or above.  
* Major in Electronic Engineering/ Computer related.  
* Have repair experience with computer hardware and software.  
* Be familiar with PLC, SQL Server, network knowledge.  
* Programm experience.  


**Be part of our ZF team and apply now!**

Contact Renee Chen  

caojia.chen@zf.com  

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Testing, Industrial, SQL, Database, Technical Support, Technology, Manufacturing",120.755486,30.746129,https://jobs.zf.com/job/Jiaxing-Production-IT-ZJ-314000/1063383801
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,fe9eaaf1a9e3e2a3,Principal SDE (HoC Semiconductors),zf.com,广州,广东,,不限,不限,education,,,,2024-08-07T19:31:09Z,"Principal SDE (HoC Semiconductors) education SAP **Become our next FutureStarter**

Location:     Guangzhou, GD, CN, 511455   


Req ID 72326 | Guangzhou, China, ZF (Guangzhou) Technologies Co., Ltd.


**We are looking for a new colleague in MM Dept. at our location in Guangzhou.**

**Your tasks:**    

* Enable new supplier for automotive business in a systematic way, project setup, contracting and conduction. Focus on the local supplier development.       
* Perform structured risk assessments to support Sourcing of Best-in-class semiconductor components for new product developments.       
* Conduct regular APQPs to minimize quality and reliability risks with new component introductions. Utilize ZF qualification standards to qualify new components and devise safe launch plans to ensure quality in production ramp-up.       
* Drive structured problem solving to identify root cause of quality concerns and ensure effective corrective/preventive actions are utilized at supplier manufacturing/testing processes to avoid reoccurrence of quality incidents.        
* Conduct audits, technical assessments, and process reviews on-site at Semiconductor and subcon locations.        
* Drive and monitor continuous improvement projects with key semiconductor suppliers to improve quality performance key performance indicators.       
* Support internal Knowledge Management program by developing and teaching courses in your area of process/technology expertise.        
* Work with cross functional teams to ensure challenges for future component technologies and roadmaps are met in our Supplier Development programs.        
* Support ZF change management process to properly risk-assess and qualify any changes proposed by ZF semiconductor suppliers.       


**Your profile:**

* Minimum Bachelor�s Degree in Engineering.        
* Minimum 3 to 5 years of Direct work Experience in semiconductor manufacturing/testing/quality/supplier quality/subcontractor quality management.       
* Good project management skills.       
* High proficiency in use of Quality tools/methods.       
* Excellent communication skills both in verbal/written with high proficiency in English.       
* Excellent Analytical skills required.        
* Excellent leadership skills in leading Globally distributed team of internal and external partners.       
* Position requires approximately 25 to 50% Regional travel to ZF and Supplier locations mainly in China.       


**Be part of our ZF team and apply now!**

Be part of our ZF team as Principal SDE (HoC Semiconductors) and apply now!

Contact

Na An

+86 24 2534 8112

Provider Description Enabled      SAP as service provider    

* ""route"" is used for session stickiness
* ""careerSiteCompanyId"" is used to send the request to the correct data center
* ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor
* ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another",113.264385,23.129112,https://jobs.zf.com/job/Guangzhou-Principal-SDE-%28HoC-Semiconductors%29-GD-511455/1102763201
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,4935859fbcf699d5,IT Production & Quality Project Manager-Open in Multiple Locations,zf.com,上海,上海,,不限,manager,"engineering, information technology, management, quality assurance",,,,2024-04-17T23:08:40Z,"IT Production & Quality Project Manager-Open in Multiple Locations engineering, information technology, management, quality assurance ZF is a global technology company supplying systems for passenger cars, commercial vehicles and industrial technology, enabling the next generation of mobility.

ZF allows vehicles to see, think and act. In the four technology domains of Vehicle Motion Control, Integrated Safety, Automated Driving, and Electric Mobility, ZF offers comprehensive product and software solutions for established vehicle manufacturers and newly emerging transport and mobility service providers. ZF electrifies a wide range of vehicle types. With its products, the company contributes to reducing emissions, protecting the climate and enhancing safe mobility.


** IT Production & Quality Project Manager-Open in Multiple Locations**

Country/Region:   CN               Location:     Shanghai, SH, CN, 201814   

Req ID 66793 Shanghai, China  


We are looking for new colleague as IT Production & Quality Project Manager in Shanghai or Wuhan for Div. R.  


**Your Task:**

*  Responsible for successfully delivery of P&Q projects � eg MES SCADA globally, while focusing on IT standards, business satisfaction, operational excellence, training/ communication and user experience__   

*  Support analysis, Cloud services/ digitization projects with a focus on future technological trends and impacts._ _   

*  Lead & support actively global IT Strategy_   

*  Ensure operational stakeholders such as Production, Logistics, Demand Planning, etc on project readiness and when deliverables will be made available._   

*  Establishes effective and efficient processes to deliver IT services to the business requirements, leveraging global structures, shared services and strategic partnerships on projects scope and deliverables together with BU/IT PM_   

*  Lead and drive programs and roadmaps to support business change e.g. new production facilities and new placement of production activities._   

*  Strategic product implementation and services according _scope._   

*  Conduct Post-Project Analysis and recommendations for continuous improvement.   


**Your Profile:**

*  Executive IT project management professional_, 5 years in IT PM   

*  Long-term virtual leadership experience_   

*  Operational excellence, critical thinking, communication and research skills_   

*  In depth business understanding � IT operations in a manufacturing industry   

*  Project Management and good negotiations skills._   

*  SCADA, MES and IT Manufacturing Solid Knowledge.   

*  Fluid Written and oral English communication skills.   


Be part of our ZF team as IT Production & Quality Project Manager and apply now!

Contact

Yueheng Ding

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Project Manager, Industrial, Supply Chain, Demand Planner, Technology, Manufacturing, Operations, Research",121.473701,31.230416,https://jobs.zf.com/job/Shanghai-IT-Production-&-Quality-Project-Manager-Open-in-Multiple-Locations-SH-201814/1048732201
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,c30bbbc5e1e15288,Production Engineer,zf.com,青岛,山东,,不限,不限,engineering,,,,2024-06-25T03:09:38Z,"Production Engineer engineering SAP, Workable **Become our next FutureStarter**


** Production Engineer**

Country/Region:   CN               Location:     Qingdao, SD, CN, 266108   

Req ID 71085 | Qingdao, China


**We are currently expanding our Operation team and looking for new colleagues who will join our team in Qingdao.**

**Your Tasks:**

* Fulfill production order, ensure production coordination in line with production planning       
* Ensure production line run smoothly and effectively      
* Plan Operator resources of AOP and forecast      
* Build and manage OEE management system      
* Lead operator efficiency improvement by LEAN activity approach      


**You Profile:**

* 3 year working experience in auto industry     wiht 2 years management experience as frontline supervisors    
* Bachelor  Graduate  or above  (ME,EE)    
* Workable English    
* Product and production knowledge    
* Leadership skills, esp. on coaching and performance management    

Be part of our ZF team as Production Unit Supervisor and apply now!


Contact

Guohui Lv

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Industrial, Manufacturing Engineer, Performance Management, Engineer, Manufacturing, Engineering, Human Resources     

Provider Description Enabled      SAP as service provider    

* ""route"" is used for session stickiness
* ""careerSiteCompanyId"" is used to send the request to the correct data center
* ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor
* ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another",120.382639,36.067082,https://jobs.zf.com/job/Qingdao-Production-Engineer-SD-266108/1086626301
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,9f8076cd047556d5,Purchasing Assistant,zf.com,上海,上海,,不限,不限,"purchasing, support",,,,2024-05-09T13:58:48Z,"Purchasing Assistant purchasing, support Microsoft, Internship ZF is a global technology company supplying systems for passenger cars, commercial vehicles and industrial technology, enabling the next generation of mobility.

ZF allows vehicles to see, think and act. In the four technology domains of Vehicle Motion Control, Integrated Safety, Automated Driving, and Electric Mobility, ZF offers comprehensive product and software solutions for established vehicle manufacturers and newly emerging transport and mobility service providers. ZF electrifies a wide range of vehicle types. With its products, the company contributes to reducing emissions, protecting the climate and enhancing safe mobility.


** Purchasing Assistant**

Country/Region:   CN               Location:     Shanghai, SH, CN, 201814   

Req ID 68654 Shanghai, China  


**We are looking for new colleagues who will join our team at our location Shanghai.**

**Your tasks:**   

* Responsible for purchasing data collection and analysis by using Microsoft Office tools such as Excel, PowerBI, PowerPoint.   
* Make software program to optimize the purchasing procedure    
* As project coordinator to support purchasing information maintenance and modification in system automatically    
* Project information collection and analysis, documentation.   


**Your profile:**

* Ensure attendance for 3 days or more per week for 6 months   
* Undergraduate or post-graduate student in Computer science / Computer engineer will be preferred   
* Interested in automotive industry   
* Excellent communication skills across internal and external stakeholders   
* Work hard, Strong in Logical, Can work under pressure   
* Good with Microsoft Office tools such as Excel, PowerPoint, PowerBI   


**_______Be part of our ZF team and apply now!**

Be part of our ZF team as Purchasing Assistant and apply now!

Contact

Wei Tang

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Computer Science, Buyer, Purchasing, Technology, Automotive, Finance, Operations",121.473701,31.230416,https://jobs.zf.com/job/Shanghai-Purchasing-Assistant-SH-201814/1069845801
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,a88efeed3d218e35,Application Engineer,zf.com,武汉,湖北,,不限,不限,engineering,,,,2024-07-29T09:37:17Z,"Application Engineer engineering SAP **Become our next FutureStarter**


** Application Engineer**

Country/Region:   CN               Location:     Wuhan, HB, CN, 430058   


Req ID 71981 | Wuhan, China, ZF Automotive Safety Systems (Wuhan) Co., Ltd.


We are looking for a new colleague of Application Engineer for our Division R at our location of Wuhan


**Your tasks:**

* Technical project lead and communication to customer of all technical issues.
* Target oriented product development according to customer requests.
* Achieving of the internal technical release.
* Achieving of product release at the customer.
* Release of prototypes for delivery to customer.


**Your profile:**

* Bachelors in Mechanical Engineering, Precision Mechanics, Vehicle Technology, or equivalent majors.
* Well knowledge in development of restraint systems for vehicle specific safety concepts
* Well knowledge with PC and application programs
* Well communication skills and active thinking
* English knowledge, fluency in both written and spoken, as interface are mostly external and international


Be part of our ZF team as Application Engineer and apply now!


At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  R&D Engineer, R&D, Application Engineering, Mechanical Engineer, Engineering, Research     

Provider Description Enabled      SAP as service provider    

* ""route"" is used for session stickiness
* ""careerSiteCompanyId"" is used to send the request to the correct data center
* ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor
* ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another",114.305393,30.593099,https://jobs.zf.com/job/Wuhan-Application-Engineer-HB-430058/1100462501
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,57bc94a6e5727214,Sr. Quality Engineer,zf.com,上海,上海,,不限,不限,"engineering, quality assurance",,,,2024-05-07T13:32:18Z,"Sr. Quality Engineer engineering, quality assurance ZF is a global technology company supplying systems for passenger cars, commercial vehicles and industrial technology, enabling the next generation of mobility.

ZF allows vehicles to see, think and act. In the four technology domains of Vehicle Motion Control, Integrated Safety, Automated Driving, and Electric Mobility, ZF offers comprehensive product and software solutions for established vehicle manufacturers and newly emerging transport and mobility service providers. ZF electrifies a wide range of vehicle types. With its products, the company contributes to reducing emissions, protecting the climate and enhancing safe mobility.


** Sr. Quality Engineer**

Country/Region:   CN               Location:     Shanghai, SH, CN, 201814   

Req ID 69146 Shanghai, China  


'�Performs complex analytical measurements and experiments to resolve product and process issues.   
________________________  
�Lead Control Plan development and process development teams.  
________________  
�Lead of assembly process quality control jobs, including mistake proofing, quality planning, process parameter setting, machining qualification, scrap cost reduction, first pass yield driving.   
___________________________________________________  
�Works on NCMRs(Non-conforming Material Report) and other tasks related to the disposition and corrective action of non-conforming material.   
____________________________  
�Supports Customer Quality Engineering on customer quality issues.   
__________________  
�Coordinates meetings to formulate methodologies for root cause analysis. Implements statistical methods to isolate problems and resolve them.   
_________________________________  
�Coordinate internal and external system & process audits.  
________________  
�Coordinate and monitor product/process change, quality alert for production.  
_______/____________  
�Implement, promote and assess effectiveness of plant-wide quality systems including training for ongoing improvements.  
_____________________________  
�Develop report related to product quality and process control, and communications internally, utilizing available software applications and takes improvement actions on the results.  
_________________________________________________  
�Lead and recommend for customer, internal and supplier corrective and preventive actions.  
_______________________  
� Interpret and implement specifications for products to determine performance requirements to meet customer expectations.  
__________________________  
�Sustains the production line through implementation of established procedures.   
_______________  
�Coordinate the control, calibration, and usage of inspection gauges and equipments.  
___________________  
�Perform process capability studies.  
________  
�To maintain control, through SPC charting, cost of quality and quality index reporting and reaction plan.  
__SPC________________________  
�To train and promote employees quality requirement, awareness.  
________________  
�Response for quality EHS related work, such as LTAR manage, incident & near miss report, BBS and so on   
____EHS______LTAR___________


Be part of our ZF team as Sr. Quality Engineer and apply now!

Contact

Xiaoao Wang

+86 21 61 209021

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Quality Engineer, Senior Quality Engineer, Inspector, Machinist, QC, Engineering, Quality, Manufacturing",121.473701,31.230416,https://jobs.zf.com/job/Shanghai-Sr_-Quality-Engineer-SH-201814/1068886501
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,d2d46de124a3a84f,NPM Commodity Buyer,zf.com,青岛,山东,,不限,不限,purchasing,,,,2024-04-26T23:37:49Z,"NPM Commodity Buyer purchasing SAP ZF is a global technology company supplying systems for passenger cars, commercial vehicles and industrial technology, enabling the next generation of mobility.

ZF allows vehicles to see, think and act. In the four technology domains of Vehicle Motion Control, Integrated Safety, Automated Driving, and Electric Mobility, ZF offers comprehensive product and software solutions for established vehicle manufacturers and newly emerging transport and mobility service providers. ZF electrifies a wide range of vehicle types. With its products, the company contributes to reducing emissions, protecting the climate and enhancing safe mobility.


** NPM Commodity Buyer**

Country/Region:   CN               Location:     Qingdao, SD, CN, 266108   

Req ID 68505 Qingdao, China  


We are currently expanding our Purchasing teams in Qingdao and looking for new colleagues who will join our team.  

Provide NPM Procurement service for the assigned plant and fulfill the procurement process Coordinate the commodity and stakeholders to implement the communication and problem solving. Manage commodity and stakeholders to carry out the saving projects and achieve the saving target. 


**Your tasks:**

* Business Plan fulfillment of plant.
* Optimization of local supplier base in the plant.
* Fulfilment of group directives and local law.
* Implement global commodity strategy in the plant, adapt commodity strategy to local needs.
* Implement and execution of systems and processes efficiency.
* First point of contact for local management of the plant
* Analyze, challenge and consolidate the stakeholder�s needs.
* Regularly provide purchasing volume, or other NPM reports upon requests.
* Communication with local management and x-functions in the plant
* Request for quotations (RFQ) and select suppliers according to requisitions.
* Negotiation on price and T&Cs; contracting and implementation.
* Ensure security of supply to support operations of the plant and optimize cost & service to get competitive advantage and customer satisfaction. 


**Your profile:**

* Bachelor degree above.
* 5+years related experience in Purchasing, Operations or Project Management.
* Familiar with purchasing process.
* Knowledge of SAP will be an advantage.
* Good data analysis skill. 
* Quick learning capability, and able to be quick and efficient to solve problems.
* Good management skill and ability of decision-making.
* Highly responsibilities, honestly, teamwork spirit.
* Fluent in English.


**Be part of ZF team and apply Now!**

Be part of our ZF team as NPM Commodity Buyer and apply now!

Contact

Jiefeng Huang

+86 21 61 209012

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Project Manager, Procurement, ERP, SAP, Supply, Technology, Operations",120.382639,36.067082,https://jobs.zf.com/job/Qingdao-NPM-Commodity-Buyer-SD-266108/1065505601
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,db43db77afa13782,IT Launch Manager,zf.com,上海,上海,,不限,manager,"information technology, management",,,,2024-04-24T23:44:48Z,"IT Launch Manager information technology, management ZF is a global technology company supplying systems for passenger cars, commercial vehicles and industrial technology, enabling the next generation of mobility.

ZF allows vehicles to see, think and act. In the four technology domains of Vehicle Motion Control, Integrated Safety, Automated Driving, and Electric Mobility, ZF offers comprehensive product and software solutions for established vehicle manufacturers and newly emerging transport and mobility service providers. ZF electrifies a wide range of vehicle types. With its products, the company contributes to reducing emissions, protecting the climate and enhancing safe mobility.


** IT Launch Manager**

Country/Region:   CN               Location:     Shanghai, SH, CN, 201814   

Req ID 66447 Shanghai, China  


We are looking for a new colleague to join our IT Team in Shanghai


**Your tasks:**

� Managing complex global production and quality launch/rollout projects, while focusing on IT standards, business satisfaction and operational excellence;  
� Ensuring launch of IT Production projects success in scope, quality, time and cost by controlling project budget;  
� Defining, organizing and conducting training, communication as well as user experience; � Leading the respective launch projects with the necessary departments especially ensuring handover from build phase to service management as well as controlling that all infrastructure requirements for implementation are met;  
� Drive programs and roadmaps to support business change. e.g. new production facilities and represent these within the corporate, divisional and regional domains.


**Your profile:**

� Bachelor�s Degree in Computer Science, Business Administration, or Engineering;  
� Minimum of 5 years of MES experience in the automotive manufacturing and/or quality systems;  
� Previous IT/Project Management experience within an international environment is highly desirable; 

� Working knowledge of information systems;  
� Critical thinking, excellent communication and research skills;  
� Fluent English language skills.


**We offer:**

� Stable company background and long-term working possibilities;  
� Challenging and high-level professional activities within an international company, participation in global projects;  
� Career opportunities, continuous training program and language courses; 

� Competitive salary and performance-related bonus;


Be part of our ZF team as Jr Launch Support and apply now!

Contact

Yingjun Guo

+86 21 61 211869

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Computer Science, Project Manager, User Experience, Quality, Technology, Automotive",121.473701,31.230416,https://jobs.zf.com/job/Shanghai-IT-Launch-Manager-SH-201814/1064295901
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,e1d7bf3ff61cbc47,eMobility System Engineer - Off Highway,zf.com,上海,上海,,不限,不限,"engineering, information technology",,,,2024-07-02T06:31:52Z,"eMobility System Engineer - Off Highway engineering, information technology AutoCad, SAP **Become our next FutureStarter**


** eMobility System Engineer - Off Highway**

Country/Region:   CN               Location:     Shanghai, SH, CN, 201814   


Req ID 71118 | Shanghai, China, ZF (China) Investment Co., Ltd.


We are looking for an eMobility System Development Engineer for Off Highway China, Industrial Technology Division at our location of Songjiang, Shanghai.


**Your tasks:**

* Built up a simulation platform to simulate complex electric propulsion systems (integration of thermic models, derating strategy, simplified model of traction battery)
* Execute all duties of cycle simulations.
* Transient simulation of failure modes (short circuit, controller shut down a.s.o)
* Built up of a �Black Box� simulation environment for customers and customer support.
* Participate in development projects.
* Matching of simulation with test bench results.
* Technical support for customers and local suppliers.


**Your profile:**

* Bachelor's degree or above in mechanical engineering or relevant majors.
* Fluent in both Chinese and English, German a plus. Fluent in Chinese is mandatory.
* More than 2 years gear box design and development experience are preferred.
* Familiar with design software and gear calculation tools (Creo/ProE, AutoCad, WindChill etc.) and related simulation tools.
* Be creative and interested in technical works.
* Teamwork spirit.


Be part of our ZF team as eMobility System Engineer - Off Highway and apply now!

Contact

Jing Wu

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Systems Engineer, R&D Engineer, Testing, Mechanical Engineer, R&D, Engineering, Technology, Research     

Provider Description Enabled      SAP as service provider    

* ""route"" is used for session stickiness
* ""careerSiteCompanyId"" is used to send the request to the correct data center
* ""JSESSIONID"" is placed on the visitor's device during the session so the server can identify the visitor
* ""Load balancer cookie"" (actual cookie name may vary) prevents a visitor from bouncing from one instance to another",121.473701,31.230416,https://jobs.zf.com/job/Shanghai-eMobility-System-Engineer-Off-Highway-SH-201814/1089164501
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,f62bad3492d6ce27,Mechanical Maintenance Engineer,zf.com,杭州,浙江,,不限,不限,"engineering, manual work",,,,2024-04-17T01:03:17Z,"Mechanical Maintenance Engineer engineering, manual work AutoCad ZF is a global technology company supplying systems for passenger cars, commercial vehicles and industrial technology, enabling the next generation of mobility.

ZF allows vehicles to see, think and act. In the four technology domains of Vehicle Motion Control, Integrated Safety, Automated Driving, and Electric Mobility, ZF offers comprehensive product and software solutions for established vehicle manufacturers and newly emerging transport and mobility service providers. ZF electrifies a wide range of vehicle types. With its products, the company contributes to reducing emissions, protecting the climate and enhancing safe mobility.


** Mechanical Maintenance Engineer**

Country/Region:   CN               Location:     Hangzhou, ZJ, CN, 311231   

Req ID 67734 Hangzhou, China  


**Your tasks:**

* Responsible for the planning and management of mechanical maintenance of equipment, support and participate in the maintenance of mechanical parts of all equipment, transmission systems, hydraulic systems, and cooling systems;  
* Evaluate the operating status of machinery, prepare and formulate maintenance plans and emergency maintenance systems, in order to effectively reduce the downtime of mechanical equipment;  
* Participate in the equipment design process and review the design of the mechanical part;  
* Provide mechanical training and technical support to maintenance technicians, in order to improve their abilities to solve problems on their own.  


**Your Profile:**

* Bachelor degree or above, mechanical engineering and automation control related majors;  
* 5 year+ relevant work experience, sound professional knowledge in  
* mechanical, hydraulic, lubrication, mechanical precision inspection as well as achine tool adjustment, pneumatic and other related knowledge;  
* Good English listening, speaking, reading and writing skills;  
* Able to operate AUTOCAD\ Pro-E and OFFICE software;  
* Strong sense of responsibility can work under pressure.  


Be part of our ZF team as Mechanical Maintenance Engineer and apply now!

Contact

Na An

+86 24 2534 8112

At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Maintenance Engineer, Mechanical Engineer, AutoCAD, CAD, Drafting, Engineering",120.15507,30.274085,https://jobs.zf.com/job/Hangzhou-Mechanical-Maintenance-Engineer-ZJ-311231/1058260601
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,f6e084275390b5f1,Innovation Project Manager,zf.com,上海,上海,,不限,manager,management,,,,2024-05-28T18:16:15Z,"Innovation Project Manager management **Become our next FutureStarter**


** Innovation Project Manager**

Country/Region:   CN               Location:     Shanghai, SH, CN, 201814   

Req ID 70247 Shanghai, China  


**We are currently expanding our R&D teams in China and looking for new colleagues who will join our team at our new location Shanghai.**

**Your tasks:**    

* Management of Innovation and pre-development projects for demonstration of technical feasibility of innovative ideas for commercial vehicles      
* Definition of project targets, compilation of project plan and execution with good management of task/timing/resource/budget/risk      
* Control of the budgeted project costs, taking countermeasures at deviation or communication on budget adjustment for innovation projects      
* Creation of concept matrices and feasibility studies      
* Compilation and building of Innovation Validation Plans (IVP) based on concept study results, risk analysis, internal & external functional analysis in co-operation with the relevant Experts and Chief Engineers      


**Your profile:**

* Master�s degree or above majored in mechanical / EE / automotive engineering etc.      
* 8+ years working experience in commercial vehicle or automotive product engineering, in which over 3 years� experience in technical project management      
* Experience of advanced engineering or pre-development (esp. full cycle of ideation to innovation validation) would be advantageous      
* Good knowledge and professional experience in electrification, connectivity, AD or ADAS      
* Knowledge and relevant professional experience of project management processes      


**Be part of our ZF team and apply now!**

Be part of our ZF team as Innovation Project Manager and apply now!

Contact

Ying Li


At ZF, we continuously strive to build and maintain a culture where inclusiveness is lived and diversity is valued. We actively seek ways to remove barriers so that all our employees can rise to their full potential. We aim to embed this vision in our legacy through how we operate and build our products as we shape the future of mobility.

Find out how we work at ZF:


**Job Segment:**  Project Manager, R&D Engineer, R&D, Engineer, Technology, Engineering, Research, Automotive",121.473701,31.230416,https://jobs.zf.com/job/Shanghai-Innovation-Project-Manager-SH-201814/1076516501
Kaggle Job Posting Data in China,techsalerator/job-posting-data-in-china,2fa5e5400c90b13d,Product Cost Analyst,zf.com,上海,上海,,不限,不限,"data analysis, product management",,,,2024-04-17T21:24:45Z,"Product Cost Analyst data analysis, product management Location:     Shanghai, SH, CN, 201814   

Req ID 67252 Asia Pacific Co Ltd, China  


**Job Title:** **Product Costing Analyst**

**Main accountabilities, responsibilities and deliverables:**    

* Responsible to prepare and **ensure accuracy of All Product Business case financials (Lifecycle)** made in DIV R in line with rules and regulations of Finance Direction        
* Continuously drive **Profitability Focus** of the cross functional team       
* Responsible to ensure the **update of the Product Financials** for all Development programs    on alignment with GDPEP process and technical changes at each gate; including analyze and provide walks and explanations for cost deviation vs Baseline / Profit Goal       
* Continuously drive **cost leadership** and **cost competitiveness** of **product portfolio, ensure Best practise, BPG.**       
